id_new,ciudad,seccion,fecha,titulo,vistas,likes,shares,comentarios,denuncia,genero_autor
800496,Concepción,Sociedad,2023-02-23,Concejales de distintas comunas interpusieron una querella criminal por incendios y anunciaron una demanda contra el Estado,896,2352,1684,755,si,masculino
452838,Concepción,Política,2017-03-18,Intendente del Biobío rechazó ofrecimiento de diálogo de su par de La Araucanía a la CAM,413,9475,2355,570,si,masculino
426276,Santiago,Sociedad,2016-10-27,Justicia determinó que Miguel Enríquez no murió en un enfrentamiento,11492,5411,680,1388,si,masculino
122416,Santiago,Internacional,2012-09-27,El Curiosity encontró más indicios de que hubo agua en Marte en el pasado,15461,2694,2138,1505,no,femenino
513273,Iquique,Sociedad,2018-01-25,Choque de dos autos provoca taco en la bajada de Alto Hospicio,1073,10181,1400,259,no,femenino
721753,Osorno,Sociedad,2021-09-04,Más de 11 mil alumnos se inscribieron para rendir la Prueba de Transición en la región de Los Lagos,15166,13129,1577,1573,si,femenino
780745,Santiago,Internacional,2022-10-11,Fiscalía peruana denuncia constitucionalmente a Castillo por corrupción,9747,13776,2130,234,si,masculino
386504,Temuco,Policial,2016-04-11,Jefe de la Defensoría Penal Mapuche declaró ante Fiscalía por amenazas,11474,4794,3302,612,si,femenino
510644,Valparaíso,Política,2018-01-11,Comisión de Hacienda aprobó proyecto de ley que crea el Nuevo Ahorro Colectivo,18682,7182,591,69,no,femenino
19789,Valparaíso,Sociedad,2011-06-07,En octubre terminarán las obras de remodelación en cerro Cordillera,1597,13554,1866,229,si,masculino
623112,Valdivia,Sociedad,2019-11-03,Registro Civil capacitó a funcionarias de Juzgados de Policía Local de la región,14832,10878,2088,542,no,femenino
29035,Valparaíso,Policial,2011-07-27,Detienen a delincuentes que roban un cajero automático en Nogales,19338,14434,637,818,no,femenino
63578,Chiloé,Policial,2012-01-06,Pescador fue víctima de violento asalto en Castro,15430,3424,186,1802,si,masculino
259678,Calama,Sociedad,2014-07-03,Líderes sociales de Calama debatieron sobre la descentralización,1572,12850,187,1110,no,femenino
594641,Copiapó,Sociedad,2019-05-08,[VIDEO] Captan pelea de roedores en la Plaza de Armas de Copiapó,19556,2511,823,1119,no,femenino
324295,Antofagasta,Tecnología,2015-05-25,Científicos de la Universidad Católica del Norte desarrollaron tecnología para eliminar arsénico en el concentrado de cobre,17102,1327,3275,1477,si,femenino
99954,Antofagasta,Policial,2012-06-21,Carabineros detiene a un hombre que habría abusado de una menor de 15 años en Antofagasta,4280,9502,2925,1834,no,femenino
383265,Concepción,Sociedad,2016-03-25,El Senda realizará más de 1.200 alcotest durante Semana Santa en el Biobío,12488,7795,2442,782,si,masculino
28405,Valparaíso,Sociedad,2011-07-23,"Para facilitar asistencia del público, la Caja de Crédito Prendario comenzó los remates sabatinos",8681,14842,3333,1213,no,masculino
444708,Quillota,Sociedad,2017-02-02,Este domingo de desarrollará la Feria Costumbrista de Hijuelas,11667,14761,978,640,no,femenino
222030,Valdivia,Sociedad,2013-12-25,Seremi de Educación celebró Navidad con niños y niñas de jardín infantil en Mariquina,5306,2168,2494,362,si,masculino
79389,Arica,Sociedad,2012-03-20,La Roja llegó a Arica para enfrentar a Perú,978,12382,2774,1309,si,masculino
48236,Valparaíso,Espectáculos,2011-10-29,"Expo Quillota 2011 ya fue inaugurada: Hoy será el turno de Andrés De León, Carlos Esquivel y los Viking´s 5",7688,9912,1142,1465,si,masculino
26979,Arica,Sociedad,2011-07-15,Investigarán si corresponde indemnizar a clientes tras “black out” en Arica,19783,4528,2097,1937,no,femenino
79207,Chillán,Policial,2012-03-19,Mujer cayó desde un microbús de la locomoción colectiva en Chillán,13004,110,2911,1633,si,masculino
329358,Arica,Deportes,2015-06-19,Destacaron a organizaciones ganadoras del Fondeporte 2015 en Arica,16675,4258,1362,1479,si,masculino
146111,Valparaíso,Deportes,2013-01-06,Una canadiense y un argentino se quedaron con el ‘Triatlón Panamericano ITU Junior Viña del Mar 2013’,7462,7242,3267,399,si,masculino
468416,Arica,Sociedad,2017-06-06,Arica: presidente del CORE y alcalde acordaron trabajar en conjunto para eventos de alto impacto,18445,8522,846,390,no,femenino
813424,Arica,Sociedad,2023-05-25,Arica: Buscan certificar las competencias laborales de los estudiantes egresados del Liceo Politécnico,6407,9165,233,1152,si,femenino
770032,Valparaíso,Tendencias,2022-08-05,[VIDEO] Viralizan a pasajero de bus que golpeó y sacudió asiento por &quot;tener pies largos&quot;,1734,2959,509,839,no,masculino
567783,Santiago,Policial,2018-11-20,Pareja de Fernanda Maciel declaró en unidad policial,530,2884,2638,924,no,femenino
88186,San Antonio,Policial,2012-04-30,En San Antonio arrestaron a hombre que adeudaba más de $21 millones en pensión alimenticia,11985,7601,3223,7,no,femenino
439895,Valdivia,Policial,2017-01-07,Murió joven madre que sufrió accidente vehicular en Futrono,4137,3341,640,49,si,masculino
725393,San Antonio,Política,2021-09-29,San Antonio: Asociación de municipalidades elige nuevo directorio,12713,2597,1998,1385,si,masculino
499963,Concepción,Política,2017-11-19,Dos vocales de mesa se negaron a atender a Jacqueline van Rysselberghe,16,8325,2391,1117,si,femenino
89211,Concepción,Deportes,2012-05-05,El Campanil define la oncena con la que enfrentará a La U en Collao,18619,14714,1558,693,no,femenino
528946,Copiapó,Sociedad,2018-04-19,[GALERÍA] Estudiantes en Copiapó se plegaron a la primera marcha estudiantil del año,15923,6276,909,365,si,femenino
602312,Chiloé,Policial,2019-06-23,Castro: conductor murió tras impactar contra una señalética en Quilquico,8596,12963,2053,119,si,masculino
107645,Arica,Sociedad,2012-07-26,Arica: Dos menores de 17 años asaltaron a mano armada a uno de 16 a la salida de su colegio,4830,3843,953,564,no,femenino
529718,Antofagasta,Norte Minero,2018-04-24,Diversos líderes sociales de Antofagasta cuestionaron rol social de Minera Escondida,19086,857,1222,1332,no,femenino
522411,Antofagasta,Sociedad,2018-03-16,Salud detectó marea roja en mariscos a la venta en locales Jumbo de Antofagasta y Calama,182,917,917,1070,si,masculino
228832,Concepción,Sociedad,2014-02-01,Se postergó por dos meses el cobro en el peaje San Roque de la Ruta de la Madera,1568,746,2238,1426,no,masculino
758935,Santiago,Deportes,2022-05-25,Colo Colo por hinchas cuyo comportamiento generó castigos: &quot;A estas personas no las queremos más en el Monumental&quot;,5695,3577,2248,1558,si,masculino
19800,Valparaíso,Deportes,2011-06-07,Regatas Sausalito vence en el campeonato realizado en Curauma,15741,12444,2736,239,no,femenino
673158,Quillota,Sociedad,2020-09-13,A estos lugares se puede ir a elevar volantín de manera segura dentro en las comunas en Fase 3,19481,8758,1696,1405,no,masculino
748639,Concepción,Sociedad,2022-03-17,Eric Aedo y bancada DC piden prolongar estado de excepción en Macrozona Sur,18315,6985,265,1712,si,masculino
525809,Arica,Política,2018-04-03,Parlamentarios de Arica piden al Ministro del Interior mejorar la seguridad pública mediante un Plan Piloto para la región,4956,8032,321,1988,si,femenino
407772,Iquique,Sociedad,2016-07-25,Dos sismos de 4.3° y 4.2° Richter sacudieron la noche del domingo a la Región de Tarapacá,9369,6651,2062,51,no,masculino
74425,Santiago,Política,2012-02-27,Andrade dijo que no tiene problema en reconocer las cosas que se han hecho bien en reconstrucción,13821,6922,207,152,no,femenino
449175,San Antonio,Espectáculos,2017-02-27,El Centro Cultural San Antonio mañana exhibirá “X-Men Apocalypse”,11244,4781,3313,248,si,femenino
111932,Chiloé,Sociedad,2012-08-13,Justicia condenó a sujeto a seis años por violar a menor de edad en Castro,5539,2427,1543,1221,no,masculino
592149,Valdivia,Sociedad,2019-04-22,Más de 700 personas atendió el Móvil Busca Empleo del Sence en Los Ríos,11156,3041,131,1501,si,masculino
370068,Calama,Sociedad,2016-01-15,Chubascos y tormentas eléctricas afectarán a la cordillera y precordillera en El Loa,3812,7023,2846,190,si,masculino
431559,Arica,Sociedad,2016-11-24,Doctor de Arica será uno de los expositores del Segundo Seminario de la Cannabis Medicinal,10070,2520,1461,472,no,femenino
653771,Temuco,Policial,2020-05-13,Carabineros del OS-7 detienen a ciudadanos cubanos por venta de cocaína y marihuana en Temuco,2737,8647,568,1146,si,masculino
719107,Valparaíso,Sociedad,2021-08-18,Exalcalde de Valparaíso manifestó molestia por inscripción de su esposa en listado UDI,15208,14349,938,160,no,masculino
529036,Valparaíso,Deportes,2018-04-20,Merzouga Rally: Barreda chocó a Quintanilla en mitad de la cuarta etapa,2010,7669,1618,2000,si,femenino
606834,Valparaíso,Política,2019-07-23,Ley de Matrimonio Igualitario reactivó su tramitación en el Senado,12872,5847,1843,1891,no,masculino
118518,Antofagasta,Deportes,2012-09-10,Deportes Antofagasta se prepara para recibir a Iquique y Palestino,15044,2909,2601,278,no,femenino
797992,Antofagasta,Sociedad,2023-02-04,"Cáncer de tráquea, bronquios y pulmón presentan la mayor mortalidad en la región de Antofagasta",19345,1126,769,1814,no,femenino
559173,Valparaíso,Deportes,2018-10-02,Toselli y el descenso: “Ojalá que podamos zafar lo antes posible”,2043,501,884,170,no,femenino
393945,Concepción,Sociedad,2016-05-18,Puente Industrial: horticultores de San Pedro denunciaron que las tasaciones están fuera de plazo,10958,2919,2925,862,no,femenino
532040,Chillán,Economía y Negocios,2018-05-07,Diputado Sauerbaum celebra último Imacec y llama a que se refleje en la calidad de vida de las personas,10623,9230,1205,234,no,femenino
296712,Chiloé,Deportes,2014-12-31,Las cesteras femeninas se preparan para la séptima versión de la Copa Castro,10815,1751,7,950,si,masculino
698726,Valdivia,Sociedad,2021-03-21,jardines Infantiles de Fundación Integra Los Ríos comienzan a implementar Plan Educativo a Distancia,10516,8206,1243,994,si,masculino
409642,Valparaíso,Policial,2016-08-03,Detuvieron a acusados de robar y matar a dueño de casa que se resistió a asalto en Casablanca,6101,2108,875,1566,no,masculino
254392,Concepción,Policial,2014-06-08,Un hombre murió tras ser atropellado por tren en Chiguayante,9389,2752,1247,270,si,femenino
183293,Valdivia,Policial,2013-06-28,PDI de Valdivia detuvo a prófugo de la justicia que registraba 48 condenas,6837,1855,2016,1567,si,masculino
656162,Osorno,Sociedad,2020-05-27,Asignan más de 80 millones en equipamiento médico para las comunas de Osorno,4239,4358,111,1021,si,masculino
739084,Valdivia,Sociedad,2022-01-04,Sence cuenta con 21 cursos gratuitos para postular en Los Ríos,16076,6571,451,1956,no,masculino
116900,Valdivia,Policial,2012-09-04,Valdivia cuenta con dos nuevas cámaras de seguridad en el sector céntrico,2183,10274,2777,755,no,masculino
357307,Concepción,Sociedad,2015-11-11,Marcelo Rivera evalúa sus opciones para presentarse a las elecciones parlamentarias de 2017,7901,9540,2279,1061,si,masculino
178763,Chillán,Economía y Negocios,2013-06-07,El SAG levantó cuarentena por polilla de la vid en Trehuaco y Portezuelo,6196,11514,1546,1464,no,masculino
677468,Valdivia,Deportes,2020-10-14,"Fernando Ruiz, nuevo DT de Deportes Valdivia: “La mejor alternativa es pelear arriba y ser protagonista”",9176,1348,1721,612,si,masculino
760888,Valdivia,Sociedad,2022-06-07,El tránsito marítimo de la bahía de Corral se encuentra habilitado: la comuna ya no está en aislamiento,13176,9921,2378,124,no,femenino
246109,Concepción,Policial,2014-04-29,Encontraron en Santiago a la niña de Talca que llevaba dos semanas y media desaparecida,1109,2959,1227,1224,no,masculino
362325,Valparaíso,Sociedad,2015-12-06,Conaf cerrará la Reserva Nacional Lago Peñuelas por festividad de Lo Vásquez,606,3761,769,628,si,masculino
662335,Puerto Montt,Sociedad,2020-07-03,Dos organizaciones sociales de Los Lagos se adjudicaron el Primer Concurso de Comunidad Energética,10075,11687,1270,1020,no,masculino
8479,Antofagasta,Sociedad,2011-04-14,La dirección de Aseo de Antofagasta realizará operativo en sector La Chimba,14065,8876,371,445,no,masculino
332541,Arica,Policial,2015-07-05,Furia: motocilcista ebrio atropelló a un carabinero y se dio a la fuga,19966,10663,2226,584,no,masculino
471933,Puerto Montt,Sociedad,2017-06-24,Entregan recursos a 128 familias indígenas de la Región de Los Lagos,1330,7511,3154,22,si,femenino
121745,Iquique,Policial,2012-09-25,Tarapacá registra 3 secuestros express en lo que va del año,10647,4752,202,1955,si,masculino
777001,Chiloé,Sociedad,2022-09-17,Chofer de bus interurbano da positivo a cocaína en fiscalización previa a Fiestas Patrias,12314,14156,2957,1137,no,masculino
373678,Antofagasta,Sociedad,2016-02-04,El Tribunal Electoral Regional de Antofagasta rechazó la acusación en contra de Rojo por no cumplir con quórum,15506,12571,743,510,no,masculino
5168,Calama,Tecnología,2011-03-29,Corporación Incuba2 obtuvo fondos de financiamiento para emprendedores,345,4778,56,1407,si,masculino
492585,Puerto Montt,Sociedad,2017-10-13,"Bachelet criticó postura de ""que cada familia tiene que rascarse con sus propias uñas” en Educación",4671,8345,1960,306,si,femenino
42132,Valdivia,Deportes,2011-10-02,Las Animas saldrá nuevamente a la cancha con Osorno,10867,13362,1090,201,no,femenino
761035,Valdivia,Policial,2022-06-08,Desconocidos roban una caja fuerte y un camión desde la sucursal de la empresa Soprole en Valdivia,6864,967,3037,1700,no,femenino
155209,Calama,Sociedad,2013-02-18,El municipio de Calama comenzó la instalación de microchip en perros inscritos,2231,1010,1821,1375,no,masculino
691358,Temuco,Sociedad,2021-01-26,Infectóloga del Hospital de Temuco llama a la tranquilidad en torno a las vacunas,14422,4318,170,890,no,masculino
403470,Arica,Sociedad,2016-07-04,Arica: comenzó la suspensión de tránsito por tronaduras en la Cuesta Chiza,16177,10229,740,1832,no,masculino
741161,Arica,Sociedad,2022-01-20,Más de 6 mil 800 orientaciones jurídicas realizó la Defensoría Municipal de Arica,8540,3288,807,1158,no,masculino
784019,Arica,Sociedad,2022-11-02,Arica: Terreno que sería ocupado para proyecto turístico fue tomado de forma ilegal,12170,8531,569,606,no,femenino
501447,Valdivia,Sociedad,2017-11-24,Familiares de mujer asesinada marcharon por Valdivia para exigir cadena perpetua contra femicida,6426,10601,1265,1119,si,femenino
77631,Santiago,Sociedad,2012-03-12,Ribera dijo que los padres del menor acusado de la pedrada desde pasarela tendrían responsabilidad civil,6030,14843,2603,1197,si,femenino
431346,Chillán,Sociedad,2016-11-23,Nuncio Apostólico visitará las comunas del secano costero de Ñuble,14265,6114,1955,445,no,femenino
309478,Calama,Sociedad,2015-03-10,En Calama comienza a disputarse zonal norte de motocross,17381,3785,1223,1791,si,masculino
710208,Valdivia,Sociedad,2021-06-14,Panguipulli: Amplían detención de imputado por femicidio frustrado en Ñancul Bajo,10137,9457,1032,1990,si,masculino
501525,Iquique,Sociedad,2017-11-25,Con intervención urbana pidieron mayor precaución con los ciclistas en Tarapacá,4666,14912,450,1538,si,femenino
753283,Santiago,Deportes,2022-04-18,Cristian Paulucci dejó de ser el entrenador de Universidad Católica,15814,12652,371,1293,si,masculino
399758,Chillán,Espectáculos,2016-06-15,El Che Copete llega a San Nicolás este sábado para celebrar a los papás,2367,2739,2161,1890,no,masculino
238662,Antofagasta,Sociedad,2014-03-25,Seremi de Salud dio 24 horas para que el municipio implemente medidas que eviten la acumulación de escombros cerca del vertedero,18584,357,3296,763,no,femenino
320314,Valparaíso,Policial,2015-05-05,Emergencia vehicular provocó que un camión botara su carga a la altura del aeropuerto en Concón,16367,834,1344,905,si,masculino
72301,Antofagasta,Deportes,2012-02-16,Mañana comienza torneo internacional de volley femenino en Antofagasta,12899,6340,107,14,no,masculino
237381,Chillán,Policial,2014-03-18,Camión tolva volcó en la curva Cachapoal camino a San Fabián,13940,5706,1647,29,no,masculino
781329,Quillota,Política,2022-10-15,"Camila Flores: &quot;Si seguimos pidiendo la renuncia de cada integrante del gobierno que odia a nuestros carabineros, nos quedamos sin gobierno&quot;",18857,6607,1665,364,si,femenino
198867,Chiloé,Policial,2013-09-08,Encapuchados asaltan servicentro Copec de Quellón,11714,4934,2567,1422,no,femenino
506327,Iquique,Policial,2017-12-18,Tiroteo dejó una trabajadora herida en Iquique,1956,10146,702,715,no,masculino
681147,Osorno,Sociedad,2020-11-09,Los difíciles momentos que atraviesan comerciantes por cuarentena en comunas de Osorno,8389,9170,387,1566,si,masculino
519730,Antofagasta,Sociedad,2018-03-03,Arturo Molina se reunió con el nuevo intendente de Antofagasta,4703,14675,3050,1437,si,masculino
39581,Concepción,Policial,2011-09-20,Un incendió afectó a una vivienda frente a la Bentoteca en Talcahuano,19787,1435,1640,1494,no,masculino
318216,Puerto Montt,Sociedad,2015-04-23,Sigue el toque de queda y las clases suspendidas por la erupción del volcán Calbuco,5934,7805,930,929,no,femenino
344251,Concepción,Policial,2015-09-04,Dirigentes de Andha Chile se tomaron una sucursal bancaria en Concepción,3703,7408,603,716,no,femenino
252419,Puerto Montt,Sociedad,2014-05-29,Transmontt subirá sus tarifas en $50 y los pasajes a Alerce llegarán a los $500,6536,1487,3012,1121,no,femenino
607472,Iquique,Policial,2019-07-25,Incendio afectó dos viviendas en Alto Hospicio: Bomberos trabajaron en el combate de las llamas,14263,12138,79,484,no,femenino
563399,Valparaíso,Cultura,2018-10-25,Inauguran exposición con restos arqueológicos encontrados en plaza O’Higgins,11878,796,2576,628,no,masculino
505799,Temuco,Sociedad,2017-12-16,Comerciante que sufrió incendio en Puerto Saavedra logró superar millonaria deuda,5802,12376,1880,1918,si,femenino
647864,Osorno,Sociedad,2020-04-11,Supervisan medidas de bioseguridad en plantas de proceso de Osorno,10670,1828,161,261,no,femenino
779641,Santiago,Sociedad,2022-10-04,Todos los multifondos cayeron en septiembre: Fondo E perdió todo lo ganado en 2022,2365,1085,322,959,no,masculino
639044,Iquique,Policial,2020-02-14,Detienen a joven que le robó cerca de dos millones a transeúnte en Iquique: tiene 17 años,13328,5808,2787,114,no,masculino
482818,Osorno,Sociedad,2017-08-21,Osorno: escolar de 11 años resultó intoxicada al consumir medicamentos que repartió a otros tres compañeros,3919,13895,832,878,si,masculino
743645,Temuco,Policial,2022-02-08,Carabineros incautó $100 millones en drogas en la comuna de Lautaro,2460,7723,2304,333,si,femenino
642878,San Antonio,Cultura,2020-03-13,Suspendieron la Fiesta de la Vendimia en San Antonio por coronavirus,18613,10326,2762,990,no,masculino
59469,Arica,Deportes,2011-12-19,Gimnastas ariqueños dieron a conocer sus logros de 2012,18881,4763,2167,1628,no,femenino
218174,Temuco,Sociedad,2013-12-07,Con un toque de sirena Bomberos de Temuco iniciará hoy unaa venta masiva de su rifa,6570,3420,3022,669,no,femenino
154669,Coronel,Policial,2013-02-14,Detuvieron a un hombre por comercializar drogas en las calles de Lota,12584,11294,2695,1363,si,masculino
107811,San Antonio,Policial,2012-07-26,Desconocidos profanaron cinco tumbas en el Cementerio Parroquial de San Antonio,11268,7482,825,8,si,masculino
648594,Puerto Montt,Sociedad,2020-04-15,El diputado Espinoza pidió al casino de Puerto Varas proteger a sus trabajadores en la crisis del Covid-19,17851,168,1922,1783,no,femenino
389177,Talcahuano,Economía y Negocios,2016-04-24,El Servicio de Impuestos Internos abrirá mañana su nueva oficina en Talcahuano,18265,8967,15,1899,si,femenino
335332,Valparaíso,Deportes,2015-07-21,Conoce a los 14 jóvenes que conforman la selección chilena de surf junior y que competirán en Estados Unidos,15353,11939,234,1694,no,masculino
345502,Chillán,Sociedad,2015-09-10,Retiraron  500 kilos de pescado descompuesto desde sector Puente El Saque,8641,637,460,392,no,masculino
50425,Temuco,Deportes,2011-11-09,Invitan a participar en una clase masiva de Zumba esta tarde en la Universidad de La Frontera,890,5822,2180,1108,si,femenino
583630,Valparaíso,Espectáculos,2019-02-28,"Francisca Merino criticó a Ruminot frente a Avello: ""Se cuelga de ti""",16191,11956,2504,1454,no,femenino
354457,Antofagasta,Deportes,2015-10-27,Judejut 2015: las damas sacaron la cara por Antofagasta en el tenis de mesa,13766,7662,101,192,si,femenino
95565,Iquique,Sociedad,2012-06-01,Incendio en Zofri Iquique ya fue controlado,17505,5653,2941,1454,no,femenino
150410,Valparaíso,Sociedad,2013-01-25,La historia olvidada de los estibadores del puerto fue retratada en un libro por estudiantes de la UV,4312,7315,2550,577,no,femenino
93111,Santiago,Espectáculos,2012-05-22,La revista Maxim eligió a las 10 mujeres más sexys del mundo,2327,7151,3031,500,si,masculino
153778,Arauco,Sociedad,2013-02-11,Cerca de 400 personas participaron del “Verano Entretenido” en Arauco,7332,9287,1199,1099,no,masculino
47339,Antofagasta,Economía y Negocios,2011-10-26,Cobre cerró con nueva alza en la Bolsa de Metales de Londres,3108,11215,2739,1331,no,masculino
109317,Quillota,Deportes,2012-08-02,Deportistas del Colegio Valle del Aconcagua fueron premiados por sus logros,10530,189,2040,892,si,femenino
710567,Iquique,Policial,2021-06-17,Corte de Apelaciones de Iquique deja sin efecto decretos de expulsión de 17 extranjeros dictados por la Intendencia de Tarapacá,16072,9984,1680,1341,si,femenino
355233,Calama,Deportes,2015-10-31,Cobreloa goleó a Coquimbo 3-1 y vuelve a pelear la punta de la B,14571,8029,2484,687,no,masculino
215964,Temuco,Sociedad,2013-11-27,Estudiante de Construcción de Inacap Temuco fue premiado por la CChC,16715,607,3032,512,no,femenino
552987,Santiago,Sociedad,2018-08-28,"Riggs: consejera del CDE planteó que se debió ordenar el comiso de US$ 17,8 millones a Pinochet",7727,9299,1997,243,si,femenino
209232,Arica,Sociedad,2013-10-27,El programa de Chilevisión Súper Estrellas hará un nuevo casting en Arica,11419,10616,2044,801,no,femenino
254315,Quillota,Sociedad,2014-06-08,Diputados piden informe al Gobierno  por proyecto de torres de alta tensión,8393,9376,2879,660,no,masculino
150798,Temuco,Sociedad,2013-01-28,Comuneros se retiraron de la reunión con el Gobierno exigiendo que se debatan sus temas de interés,13211,5437,2859,792,no,masculino
150025,Concepción,Deportes,2013-01-24,Los ex jugadores de Arturo Fernández Vial están recibiendo sus sueldos impagos,6564,9158,1579,1986,si,masculino
416579,Temuco,Policial,2016-09-07,Dos personas murieron en un incendio en una comunidad mapuche de Ercilla,2544,11905,2703,1488,no,femenino
293805,Puerto Montt,Sociedad,2014-12-16,La inauguración del pesebre dio el vamos a las actividades navideñas en Frutillar,15701,3994,877,1857,si,femenino
166115,Copiapó,Sociedad,2013-04-08,Seremi (s) de educación visitó Caldera y Chañaral para ampliar cupos en escuelas,10200,12552,1558,339,si,femenino
694176,Osorno,Sociedad,2021-02-15,"Alcaldesa de Puyehue:  ""El compromiso era ir bajando la cantidad de casos""",12616,2929,1754,1279,si,masculino
228385,Calama,Deportes,2014-01-29,Militares de Calama participaron en entretenida jornada deportiva,4349,6789,1988,649,si,masculino
745873,Temuco,Sociedad,2022-02-24,Concejo municipal de Pucón denunciará a compañía CGe por sucesivos cortes de suministro eléctrico,14432,13617,3282,313,si,femenino
185609,Santiago,Sociedad,2013-07-09,Alumnos en toma abandonaron la Usach tras ultimátum del rector,17703,6119,1222,873,si,masculino
247933,Concepción,Espectáculos,2014-05-08,No ha sido reprogramada la presentación de Yerko Puchento en Concepción,19275,14651,404,1153,si,femenino
204599,Chillán,Sociedad,2013-10-07,Comienza en Ñuble la Semana de las Artes Visuales,13511,7984,2175,1335,si,masculino
346399,Arica,Sociedad,2015-09-15,Pacientes de la Unidad del Dolor del hospital de Arica celebraron las Fiestas Patrias,16348,5635,2549,1087,no,masculino
504755,San Carlos,Sociedad,2017-12-11,Familia donó órganos de joven fallecido en accidente vehicular en San Carlos,19172,647,1049,1857,no,femenino
506568,Temuco,Sociedad,2017-12-19,Vialidad presentó a vecinos avance de 70% de ruta entre Caburgua y Huepil,16534,6905,704,1863,no,masculino
207158,Iquique,Sociedad,2013-10-17,Tarapacá dirá presente en la feria “Chile es tuyo” en el Parque Padre Hurtado en Santiago,6780,9511,471,470,no,masculino
293615,Temuco,Policial,2014-12-15,Un hijo apuñaló a su papá en pleno centro de Villarrica,11969,4498,3163,1648,si,masculino
164873,Quillota,Cultura,2013-04-03,El Ballet Folclórico Nacional BAFONA se presentará este sábado en Olmué,15892,2187,944,1431,no,femenino
667013,Valparaíso,Sociedad,2020-08-02,Región de Valparaíso suma 193 casos nuevos y seis fallecidos por Covid-19,11660,6065,3301,1400,no,femenino
364689,Antofagasta,Sociedad,2015-12-18,Un corte de agua de ocho horas afectará a los vecinos del sector sur de Antofagasta,3264,5877,408,1909,no,femenino
183697,Valdivia,Política,2013-06-30,Un unionino de 71 años no pudo votar por estar inscrito en un partido político sin saberlo,18932,1480,644,1080,no,femenino
623393,Valparaíso,Sociedad,2019-11-05,Más de mil porteños no han podido sacar su licencia de conducir en Valparaíso,13084,10313,737,762,si,masculino
229852,Temuco,Policial,2014-02-07,Perito del SML determinó que el machi Celestino Córdova fue herido con arma corta,9482,1130,295,1004,si,femenino
621659,Iquique,Sociedad,2019-10-24,Últimas modificaciones: toque de queda en Iquique será desde las 23:00 hasta las 05:00 horas,18639,433,831,1918,si,masculino
546365,Copiapó,Policial,2018-07-23,Hombre se negó a facilitar una gata hidráulica y fue apuñalado en el centro de Freirina,4496,5445,2264,892,no,masculino
48431,Antofagasta,Sociedad,2011-10-31,Esta noche termina la tradicional fiesta de las colectividades extranjeras,7256,13262,2380,1419,si,femenino
116189,Puerto Montt,Sociedad,2012-08-31,Hasta el domingo se realiza la Segunda Feria Gourmet de Frutillar,13055,12694,851,1276,si,masculino
83869,Osorno,Policial,2012-04-10,Fiscal dio a conocer resultado de autopsia de obrero que fue encontrado muerto y amarrado de sus genitales,4922,7569,86,1969,si,femenino
580128,Valparaíso,Sociedad,2019-02-04,Proyecto de tren entre Santiago y Valparaíso fue presentado en el MOP,5351,11391,2652,72,no,femenino
574417,Puerto Montt,Sociedad,2018-12-27,Gobernación Marítima de Puerto Montt cambió de mando,12251,14351,634,1755,si,masculino
231673,Arauco,Policial,2014-02-17,Alcalde de Lebu por incidentes de pescadores: “el mayor daño ha sido la inseguridad y la intranquilidad”,324,6410,1776,219,no,masculino
537751,Copiapó,Sociedad,2018-06-06,Quedó libre y se paseó desnudo por las calles de Copiapó,14803,12997,258,1676,no,masculino
783365,Valparaíso,Policial,2022-10-28,Rechazan recurso de protección contra municipalidad de Valparaíso por show de Las Indetectables,16138,5816,2509,877,no,masculino
683629,Quillota,Sociedad,2020-11-27,Quillotano homenajeó con San Luis a Maradona,16820,13832,432,1288,no,masculino
81916,San Antonio,Política,2012-03-31,Diputada María José Hoffmann asumió la vicepresidencia de la UDI,6325,12227,1830,375,si,masculino
168769,Osorno,Sociedad,2013-04-20,Vecinos reciben subsidios del Programa de Protección al Patrimonio Familiar,2203,4272,469,1561,si,masculino
729674,San Antonio,Sociedad,2021-10-28,Hombre fue sorprendido robando al interior de una vivienda en El Quisco: quedó detenido,14863,7904,3050,1206,si,femenino
74869,Copiapó,Cultura,2012-02-28,El jueves llega La Chica del Dragón Tatuado a Copiapó,3314,12016,2830,1137,si,masculino
799721,San Antonio,Sociedad,2023-02-17,Inauguran canchas de tenis y circuito de calistenia en El Tabo,15901,7441,1823,640,si,masculino
695526,Puerto Montt,Política,2021-02-26,Movimiento Transforma Puerto Varas presenta a sus candidatos a alcalde y concejal,7227,3736,2303,1004,no,femenino
490858,Chillán,Policial,2017-10-04,Acusada de drogar abuelitas en Chillán para robarles su pensión arriesga 15 años de cárcel,9000,6590,1816,1253,si,masculino
453058,Chiloé,Policial,2017-03-19,Con un formón atacaron a una persona en Ancud,12362,2881,2314,348,si,femenino
491728,Valdivia,Deportes,2017-10-08,CDV sigue sumando victorias: Ganó frente a Puente Alto 86-69,17493,1162,342,425,no,femenino
518112,Puerto Montt,Policial,2018-02-22,Ex carabinero de Pargua estará preso 5 años por violación de niña,15692,13633,1541,1199,si,femenino
380139,Iquique,Cultura,2016-03-09,La Orquesta Regional de Tarapacá ofrecerá un nuevo concierto gratuito en Iquique,18145,14498,52,791,no,femenino
335658,Santiago,Sociedad,2015-07-22,"Jaime Gajardo y el rechazo a la Carrera Docente: ""Perdieron los niños y los profesores de este país""",1121,13441,2833,335,si,masculino
